video_id,commenter_channel_url,commenter_channel_id,commenter_channel_display_name,comment_id,comment_like_count,comment_publish_date,text,commenter_rating,comment_parent_id,collection_date,reply_count
N4X76Rg8K4M,http://www.youtube.com/channel/UCrSMgFBsnYzBBe0YOFkGGZw,UCrSMgFBsnYzBBe0YOFkGGZw,@grinblurnar,UgyZYZZqMzi16I2EfRl4AaABAg,0,1601523289.0,As a melbournian - can I just say how jealous I am of all these guys on this webinar who seem to have had a haircut in the past 2 months! :-/. (Giles - u don't count in that... ),none,,2023-12-02 21:37:12.821003,0.0
5Z4eoOETl_E,http://www.youtube.com/channel/UC8FNfRiEQD4Yc2xwAWuzhEw,UC8FNfRiEQD4Yc2xwAWuzhEw,@Joshjames1234,Ugy5Jxze2HfVVQuaj254AaABAg,0,1607832433.0,"Hey, I met Admiral Greenert in Singapore! Glad to see he is with us in this fight to electrify vehicles!",none,,2023-12-02 21:37:13.232290,0.0
uZ4Pg9RKEIA,http://www.youtube.com/channel/UCdBVFlOY8bmH1_gF1wWBYIQ,UCdBVFlOY8bmH1_gF1wWBYIQ,@timmythewoo9742,Ugzp2j74E3ibrJsrZTV4AaABAg,0,1634927460.0,"Blah blah blah blahhhhhh. Hey, you present reasons IN FAVOR of EV's, and I'm not arguing that EV's are a positive step into the future. HOWEVER, as of 2021, YOU haven't talked about things that effect the CONSUMER budget = TRAD-IN-VALUE, and Limited Battery shelf life and the EXCUSES you will get when trying to trade in your 100,000 mile used vehicle that has exceeded it's battery life. Seems the consumer is going to take a GIGANTIC hit!",none,,2023-12-02 21:37:13.574500,0.0
uZ4Pg9RKEIA,http://www.youtube.com/channel/UCvi6nnSst0EXfRUa7ABdRNg,UCvi6nnSst0EXfRUa7ABdRNg,@KJSvitko,Ugy3TGV89g2gtEZ4JnZ4AaABAg,2,1602072631.0,"Voting matters. 
Vote for Climate leaders and dump climate deniers and fossil fuels industry puppets.",none,,2023-12-02 21:37:13.574561,0.0
7z3iMPsM_ro,http://www.youtube.com/channel/UCe_Dv_BUpwVE7fuyuxGqn4Q,UCe_Dv_BUpwVE7fuyuxGqn4Q,@zabarpakistanofficialchann1801,UgzpUCHtixqWBI-7T8Z4AaABAg,0,1598474593.0,"abhi tau kuch bhi nahi hoa , abhi tk tau siraf electric pr shift krna chahty hyn . Allah rehm kry bs Mansooba he ha.",none,,2023-12-02 21:37:13.871689,0.0
7z3iMPsM_ro,http://www.youtube.com/channel/UCBtULIkTvE3H9MrP5dD6DmA,UCBtULIkTvE3H9MrP5dD6DmA,@ja8788,Ugww9dTWzvPiGTeYl8h4AaABAg,0,1592123441.0,فواد چوہدری خبروں میں رہتا ہے اسلئے اس کو خبروں میں رہنے کے لئے اس طرح کی باتیں کرتا ہے جو اپنی خوراک دوسروں سے کھانے کے لئے لیتی ہے وہ کیا اس طرح کی ترقی کرگی,none,,2023-12-02 21:37:13.871801,0.0
7z3iMPsM_ro,http://www.youtube.com/channel/UCHFS8ZWyaHKxc9Nk_PbT83A,UCHFS8ZWyaHKxc9Nk_PbT83A,@abufaizanafridi5863,UgxQdlMDkG24nGzn0g94AaABAg,0,1592074755.0,ہر آدمی یہ شکایت کرتا ہے کہ بجلی نہیں یہ تو بہت پہلے کا مسلہ ہے عمران خان کیا کریں پہلے والے لوگوں نے اس ملک کا بیڑا غرق کیا ہے,none,,2023-12-02 21:37:13.871852,1.0
7z3iMPsM_ro,http://www.youtube.com/channel/UCF2e2cftJYRPbNmPZLf3CIg,UCF2e2cftJYRPbNmPZLf3CIg,@ghanchetimes3192,Ugz-LMKc9U57LObn3gp4AaABAg,0,1592074257.0,"This is a true solution against petrol and oil mafia.
Government should allow sugar import in order win against sugar mafia",none,,2023-12-02 21:37:13.871885,0.0
7z3iMPsM_ro,http://www.youtube.com/channel/UC0IZNQJ7n74ui9e4xN3c-RQ,UC0IZNQJ7n74ui9e4xN3c-RQ,@SaqibPool717,UgzaSMVU0eihvwM-Uxd4AaABAg,0,1592063446.0,"Phr Mobil ki trha bike ki charg kh hony per rod pe khry ho ge 
Yaar charge khtm h charge krdo 😂😂😂😂😂😂",none,,2023-12-02 21:37:13.871994,0.0
7z3iMPsM_ro,http://www.youtube.com/channel/UCQU34RB0ci2ABA4jmN34DeQ,UCQU34RB0ci2ABA4jmN34DeQ,@falakprince7490,UgwuyTadEmFHuOjscAV4AaABAg,3,1592061147.0,Fawad chodri tu qadiyani ha tha aur raha ga inshalla tallha fawad chodri morda bad ha tha aur raha ga inshalla tallha,none,,2023-12-02 21:37:13.872028,0.0
7z3iMPsM_ro,http://www.youtube.com/channel/UCazYMVDU0BW9IhUb9uZaNjA,UCazYMVDU0BW9IhUb9uZaNjA,@BilalAhmed-qv3tp,Ugzyngw0qDNeB9CCFzp4AaABAg,1,1592059107.0,I m using self made electric bicycles since 1 year. I can convert any bike or bicycle to electric. From Karachi. At the moment I have 3 electric cycles. High speed and long range.,none,,2023-12-02 21:37:13.872061,2.0
7z3iMPsM_ro,http://www.youtube.com/channel/UCe_Dv_BUpwVE7fuyuxGqn4Q,UCe_Dv_BUpwVE7fuyuxGqn4Q,@zabarpakistanofficialchann1801,UgxbF0rrcrug8LqEqcx4AaABAg,1,1592058996.0,"me bachpan se intezar kr raha tha EV ka ab jawani bhi janny wali ha, but hmy fool bna dia petrol mafia ne.",none,,2023-12-02 21:37:13.872077,0.0
7z3iMPsM_ro,http://www.youtube.com/channel/UCDaRNLu4TFBcPBIIf0-FUiw,UCDaRNLu4TFBcPBIIf0-FUiw,@resumeaurangzebempireof1708,UgxNEOi9rFBOmAlSrEN4AaABAg,4,1592054849.0,اس کی بکواسیں 90 دن میں پوری ہونی تھی اب تو 3 سال ہونے والے ہیں مگر روز نئی بکواس کر کے بحث چھیڑ دیتا ہے کام نہیں کرتا,none,,2023-12-02 21:37:13.872191,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UCj0zRW3HFLrREMpsvgVzHkA,UCj0zRW3HFLrREMpsvgVzHkA,@Anonymous-fg9bl,UgxyTFBn6rx0XrkVG0J4AaABAg,7,1597318289.0,"How do know if intellectual and like minded are watching the video :   





there is no ""BINOD"" written in the comment section",none,,2023-12-02 21:37:14.662009,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UCVv2EtilnuHHk6vGgjw7J8g,UCVv2EtilnuHHk6vGgjw7J8g,@souravbanerjee6564,UgzA35a5AxGLKH8KeeR4AaABAg,7,1597318041.0,If Delhi government take this initiative then the pollution control is possible. EV  is very important now days,none,,2023-12-02 21:37:14.662029,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UC-a2blEgAePwuhoJora870Q,UC-a2blEgAePwuhoJora870Q,@jedanpapat-rex653,UgyRLuJBBzwvLoDqADV4AaABAg,2,1597317599.0,I think they should implement a permanent rule of planting 100 to 200 plants nearby area of factories industries every project,none,,2023-12-02 21:37:14.662068,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UC33faqKW-QoIQV8RsNoawSA,UC33faqKW-QoIQV8RsNoawSA,@PramodYadav-il2gk,UgxHZoLD63c5rhWJQ394AaABAg,1,1597317410.0,"*sir ek question hai*
Delhi me to badharpur Tharmal plant se koyela jala kar bijli banayi jathi hai or
ab to fir electric vehicle se to koi fayada nhi hoga 
ulta nuksan hoga kyuki hum janthe hai ager energy ko ek form se dusre form me transfer karte hai to bas 10% energy ki transfer hoti hai baski sab barbad ho jathi hai.
matlab kejrewal bas natak kar rha hai. 
kyu sahi ke rha hu",none,,2023-12-02 21:37:14.662123,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UCqGfym_vw4xgKwWs7fGOkfA,UCqGfym_vw4xgKwWs7fGOkfA,@arpitkapil476,UgyjX3rs6EvIj4KUlCR4AaABAg,0,1597315840.0,Wonderful step👌👌but I hope electric batteries orr baki equipment Indian manufactured ho unme monopoly CHINESE naa ho🙏🙏 Delhi government ko ye bhi dhyaan rkhna hogaa.. Orr plzz plzzz🙏🙏 electric buses Tata ya mahindra ki hi ho.. even baaki electric Vehicles bhi . No more Chinese ..,none,,2023-12-02 21:37:14.662212,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UC8MD7Zy8j3yqyuUwxa45hlQ,UC8MD7Zy8j3yqyuUwxa45hlQ,@srikrishna4142,Ugwe3i9Q0ABMqG2ouxx4AaABAg,2,1597315780.0,Dear Kejriwal by this subsidy near by state people will buy vehicle from delhi which will be a loot of delhi people's hard earned tax payment,none,,2023-12-02 21:37:14.662247,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UChlmUz2q9FrtHcv5V0ecOiA,UChlmUz2q9FrtHcv5V0ecOiA,@omkargg522,UgyyeFL9BgPOBc4WERR4AaABAg,1,1597314602.0,Maybe isme jo hamri purni vehicle he usko hi electric car me kise badle uske tarf dhyan dena chye kyuki aj logo ke pas boht sari cars he jisme itna pisa laga he logo ka or pure cars ko hum aise khatm nhi kr skate hmko purne he cars ko electric car me badlneka innovative ideas niklne chye ☹️ mere pas iska idea he but usko karne ke liye budget nhi he 😐,none,,2023-12-02 21:37:14.662335,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UCfC58uIhmjz62aJfTuK8bsg,UCfC58uIhmjz62aJfTuK8bsg,@namantiwari9824,UgyrTA3xJtxSCVvVCqp4AaABAg,3,1597313967.0,"I think first Goverment should replace all the goverment cars in e- vehicle. Like all the officers car,bus. Etc.",none,,2023-12-02 21:37:14.662403,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UCrA0kv1YqUiYRwbMnDQLzAg,UCrA0kv1YqUiYRwbMnDQLzAg,@EnjoyVideosFromDabas,UgyNP9r1BQkf7gy9Nc54AaABAg,2,1597313744.0,Electric cars bahut jyada costly hoti hai aur  average full charge me 100 se 120 tak charging time 16 hrs,none,,2023-12-02 21:37:14.662438,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UCcCWczw501RQmliZ0y4SBPA,UCcCWczw501RQmliZ0y4SBPA,@dhananjay1663,Ugw5xgY8NChIXGEadMF4AaABAg,18,1597313595.0,If it's implemented properly then it would be a great thing for delhi ......... Can people outside Delhi benefit this scheme ???,none,,2023-12-02 21:37:14.662455,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UCfznujV44WV9w5T2960cTzw,UCfznujV44WV9w5T2960cTzw,@baap684,UgyKjy0HC411rasJag54AaABAg,3,1597313414.0,Sabhi state ko electric vehicle promote Karna Chahiye but hamare India me jab tak Kuch na ho tab tak government kuch action Nahi leti.....MATLAB jab tak pollution Ka problem haad se Jada na bad Jaye tab tak koi scheme launch Nahi karenge,none,,2023-12-02 21:37:14.662523,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UCvVd56h32g9gwLm7FInpFgA,UCvVd56h32g9gwLm7FInpFgA,@pratapsinghgautam3487,UgzFVPa3Wh714Sw1zr14AaABAg,2,1597312501.0,This policy not help for people... Only Delhi government benefitted by this and earn more money by exploitation of Delhi people's by impose more and more taxes...,none,,2023-12-02 21:37:14.662676,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UCfzzZXXurm8ZP9YruwxtqBA,UCfzzZXXurm8ZP9YruwxtqBA,@bhartityagi8183,UgzpNK7rdrZOYPYFLdJ4AaABAg,7,1597312457.0,Gud step but recently Tata motors announced their passenger cars maybe shutdown bcuz of lowest sale. I hope govt took special measures to help the company. As for them india nd it's citizens comes first rather than profit gain. So state govt nd central govt save it. Ratan Tata always believe nd serve for middle class indian family. His Nano car was one of the gift. Now we as a citizen should promote nd buy Tata cars more. It not only save companies name in passenger car manufacturing but lots of jobs nd ecosystem they have build in indian market.,none,,2023-12-02 21:37:14.662744,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UCV5fPn5wu1Ea8Y5obtyFM0w,UCV5fPn5wu1Ea8Y5obtyFM0w,@Arya-br1jg,UgwTiUF1Y5ejTNI1ued4AaABAg,95,1597311991.0,This will reduce a lot of pollution and Delhi is suffering from it This would be great and an inspiration to other states,none,,2023-12-02 21:37:14.662795,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UC-0Qlu0cIk1D0wcWseOxPRg,UC-0Qlu0cIk1D0wcWseOxPRg,@amishsurani1838,UgwA9jBnj3Gthdtpm3l4AaABAg,7,1597311721.0,GOOD VIDEO   GOOD INCENTIVES  BY DELHI CM KEJRIWAL. ONLY THINK ABOUT DEVELOPMENT NOT ABOUT OTHER RUBBISH THINGS 😎😎😎,none,,2023-12-02 21:37:14.662909,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UCD_QjOU9IFRHQWjKWBLpBzw,UCD_QjOU9IFRHQWjKWBLpBzw,@Pavan1392,UgyLst_73P9hBGwGHhR4AaABAg,0,1597311014.0,"Matlab delhi waalo ki lagne waali hai waat, only taxes increase honge... Koi incentive naahi milne waala",none,,2023-12-02 21:37:14.663007,0.0
AoinNC4Vw-c,http://www.youtube.com/channel/UChBMLiI6olW_SyV2e0ZHBsA,UChBMLiI6olW_SyV2e0ZHBsA,@inteshverma4352,UgxmLoeGXuWI2gZV_Wd4AaABAg,0,1597310682.0,Sir yeh subsidy central govt ke subsidy ko alag karke hai yaa usko include karke...bcos EV mein avi already central Govt ki subsidy milti hai...,none,,2023-12-02 21:37:14.663072,0.0
