video_id,commenter_channel_url,commenter_channel_id,commenter_channel_display_name,comment_id,comment_like_count,comment_publish_date,text,commenter_rating,comment_parent_id,collection_date,reply_count
lwrXEjjBUio,http://www.youtube.com/channel/UC5abI7db0tXxT1Q6BU_frWw,UC5abI7db0tXxT1Q6BU_frWw,@FutureSystem738,UgzCssWBLpoJTq85atJ4AaABAg,1,1554098051.0,"Great thanks!
I concur- we are an international embarrassment, and the Coal-Ition seem to have lost the plot, sad. 
We could be leading the world here but we are the absolute total antithesis of that.
Cheers and thanks again
David",none,,2023-12-02 21:28:06.926307,0.0
lwrXEjjBUio,http://www.youtube.com/channel/UC2TWeqcaGYMobKoHiMtQNHQ,UC2TWeqcaGYMobKoHiMtQNHQ,@LudicrousFeed,UgzG_k7ePAmYog4o3RF4AaABAg,2,1554030320.0,"Great commentary. So true what you said about the subsidies that already help prop up certain segments of our fossil fuel industry.  
We need a motivated government to steer the ship. The ‘steward’ship. 😉
Thanks for the mention!  TT",none,,2023-12-02 21:28:06.926329,1.0
5pxfyuDfQqI,http://www.youtube.com/channel/UCLUOTO4PO5EHWcwM6YCGK8g,UCLUOTO4PO5EHWcwM6YCGK8g,@27bykarthi,UgwdEv3ushkWWvvDG0F4AaABAg,12,1570568548.0,"*First provide electricity to all villages in TN*

EVs are not 100% zero emissions and it encourages Nuclear power plants.",none,,2023-12-02 21:28:07.381504,6.0
5pxfyuDfQqI,http://www.youtube.com/channel/UCbWOqEUiH5AlGmZwzGQUHWw,UCbWOqEUiH5AlGmZwzGQUHWw,@SenthilKumar21,Ugx5xx5YX77qpNCNAVp4AaABAg,0,1570042988.0,"Still india lagging very much in electric segment compare to world.. it's good chance for tamilnadu take lead..

My analysis 
https://m.youtube.com/watch?v=fmVbUMWBshQ",none,,2023-12-02 21:28:07.381538,0.0
5pxfyuDfQqI,http://www.youtube.com/channel/UCRaIdQzQUEQjtjbM_w3HwHw,UCRaIdQzQUEQjtjbM_w3HwHw,@vforvikki7421,UgyP5g_9nTiquqOpTu94AaABAg,12,1569447207.0,"I'm from Karnataka Bangalore and I'm Kannadiga and it's always a better policy brought by Tamil Nadu government, I don't know why we don't bring such changes !!!.. all our political leaders think about is authority and money  !!!...",none,,2023-12-02 21:28:07.381591,5.0
5pxfyuDfQqI,http://www.youtube.com/channel/UCqX7ialWLILSuMpepTPGz5A,UCqX7ialWLILSuMpepTPGz5A,@pijushasinha9491,UgxLGw-1jvx286E5VKd4AaABAg,27,1569431119.0,"North India so busy in mandir-masjid, and all kinds of casteism, and South India is continuously proving there worth in this Country...",none,,2023-12-02 21:28:07.381610,3.0
5pxfyuDfQqI,http://www.youtube.com/channel/UCwP1nbndHIb8n3x7HklgG4w,UCwP1nbndHIb8n3x7HklgG4w,@vamshiabhilash,UgyHUAO79SZe9e3oent4AaABAg,12,1569423996.0,Cool hats of to the  government of Tamil Nadu they are at least concerned bout the environment good move folks love from a Telugite 😊,none,,2023-12-02 21:28:07.381627,0.0
5pxfyuDfQqI,http://www.youtube.com/channel/UCzXdp3YSPUnhvCaXtUpMXeA,UCzXdp3YSPUnhvCaXtUpMXeA,@allandsouza2288,UgylOQXJ3Hers_rDjSh4AaABAg,6,1569413563.0,"Flop. Battery technology isn't improved . We are still stuck in lithium ion battery .  Disposal after 5 years will make new big environment hazard.

Graphite' battery technology should be implemented and should do more research on these things. Or LNG/CNG is more viable option than electric. First up all to produce electricity we use polluted  and highly radio active material like nuclear energy and coal . And our govt can't even assure 24*7 electricity to rural village.",none,,2023-12-02 21:28:07.381664,4.0
5pxfyuDfQqI,http://www.youtube.com/channel/UCz1sYIafTCQbcapTUxAptvA,UCz1sYIafTCQbcapTUxAptvA,@tapas1505,UgxkBiZo4YQldFuvmih4AaABAg,3,1569364741.0,What other indian states are doing?  Tamilnadu is leading the league. Other indian states k CMs bhosdiwale hai ki aage soch nehi sakte. Tamilnadu is developing and will leave behind other states very soon. good going tn.,none,,2023-12-02 21:28:07.381699,0.0
5pxfyuDfQqI,http://www.youtube.com/channel/UCCybxF6ncbp_o_VLZn2sYQg,UCCybxF6ncbp_o_VLZn2sYQg,@pulz1191,Ugx_14Cj8rZGDi7KQ_d4AaABAg,4,1569159108.0,"Can you make a video on how Odisha has decreased it's poverty and how it social landscape is changing? And the impact?
Also how the education and health landscape of Government institutes is changing massively in Delhi? And it's impacts?",none,,2023-12-02 21:28:07.381782,3.0
5pxfyuDfQqI,http://www.youtube.com/channel/UCchgnhrQ7bqVVYv8u0d5VRw,UCchgnhrQ7bqVVYv8u0d5VRw,@varunaol,UgxjWbWRJ9iidcbcIZ14AaABAg,53,1569137226.0,Fantastic initiative. Other states must emulate this model !  Only then can we bring in serious investment into India in the ongoing electric car revolution.,none,,2023-12-02 21:28:07.381815,4.0
DyJagBh1cPk,http://www.youtube.com/channel/UC_ebLnatS9Fje8LhydkCqOg,UC_ebLnatS9Fje8LhydkCqOg,@ElectricVehiclesIndia,Ugzi2nHAQAPwfojDeuN4AaABAg,0,1566597148.0,"Subscribe to Hindi Channel: https://www.youtube.com/channel/UCz6D-pXhywmdCOayYsx5WGQ
Subscribe to Telugu Channel: https://www.youtube.com/channel/UCK_XEK6GaKE1VHne_Jif92Q",none,,2023-12-02 21:28:08.870074,0.0
DyJagBh1cPk,http://www.youtube.com/channel/UCQMHUCjkEHFQB7MD5An-EDg,UCQMHUCjkEHFQB7MD5An-EDg,@vishnuvardhan-ps9pk,UgzPzBBk2iM-LgA8VX54AaABAg,3,1566592143.0,"100% road tax exemption 
100% free registration 
For 2 wheelers 
75% tax exemption for 3/4 wheelers 
All govt vehicles to turn Electric by 2024 
👏👏👏👏👏👏👌✌️🤘
Great initiative 
This state is already ahead of others in the number of Electric vehicles running on roads 
Good collection of information",none,,2023-12-02 21:28:08.870106,3.0
hzss2yfI4PE,http://www.youtube.com/channel/UCAadD2DfRG0DQrznTgKLVDA,UCAadD2DfRG0DQrznTgKLVDA,@Pakistanchannel1947,UgxfF2y5Bp8-MNwIHAR4AaABAg,0,1591579552.0,"https://youtu.be/7RWhElt_kAc

See this MG detailed review of india 
Rates charger,etc 
Electric car of MG in Pakistan",none,,2023-12-02 21:28:09.956043,0.0
hzss2yfI4PE,http://www.youtube.com/channel/UCySF--B6qZXb1Qg-GyX88fg,UCySF--B6qZXb1Qg-GyX88fg,@engnradnan,UgxkUBZDYeCRq0nb56h4AaABAg,0,1579706412.0,well we wont import fuel for cars but we will import fuel to do power generation to charge these cars right. More than 60% of our power generation comes from thermal electric power generators,none,,2023-12-02 21:28:09.956062,0.0
IcbfeDCkZuo,http://www.youtube.com/channel/UC6SMjPuz4l-srYZG9a7Z9oA,UC6SMjPuz4l-srYZG9a7Z9oA,@dhashanamoorthyr796,UgyEBcEwq-4l0W0wnzZ4AaABAg,2,1577398540.0,"I am going to buy Mahindra Treo in Tamil Nadu.  So,  this rules and policies are apicable to tamilnadu also and when it become practical for people. How i apply for this to buy a vehicle.",none,,2023-12-02 21:28:10.245082,1.0
IcbfeDCkZuo,http://www.youtube.com/channel/UCvi6nnSst0EXfRUa7ABdRNg,UCvi6nnSst0EXfRUa7ABdRNg,@KJSvitko,Ugxo8Kn5YBRw939Fia54AaABAg,1,1577393552.0,"All transportation needs to go electric.
No reason to buy old polluting gas or diesel.
Electric has no emissions, no pollution.",none,,2023-12-02 21:28:10.245100,1.0
6OXfDWLXvwI,http://www.youtube.com/channel/UCDIHpugO29GOBDTOaYYei-g,UCDIHpugO29GOBDTOaYYei-g,@kalpeshjoshi9803,UgxAil9TIJr0K6luZ514AaABAg,1,1608334035.0,"Pravaig dynamics in house boom 💥 let's go green go electric 
Made in india 
🙏 India startup is growing up unprecedentedly 500+ range on one charge
1000000 km battery health
Stunning Design and 190+ speed 
It's insane I would say 

Who is watching in 2020  and thinking about  what is it indian Tesla 😂",none,,2023-12-02 21:28:12.903939,0.0
6OXfDWLXvwI,http://www.youtube.com/channel/UCvi6nnSst0EXfRUa7ABdRNg,UCvi6nnSst0EXfRUa7ABdRNg,@KJSvitko,UgwwsaWUIAN0ydCNmI54AaABAg,1,1577594350.0,"India needs to do more to encourage electric vehicle adoption.
If you want clean air to breathe you need to dump old polluting gas and diesel vehicles.",none,,2023-12-02 21:28:12.904022,1.0
6OXfDWLXvwI,http://www.youtube.com/channel/UCPuu7Wxai-2B8zhHFUmh--w,UCPuu7Wxai-2B8zhHFUmh--w,@NareshKumar-sg9hu,Ugzo3si0qw2dVp0Y8294AaABAg,0,1577541790.0,"All the Battery manufacturers are holding the whole world at ransom, they are not manufacturing life long batteries for EVs to make EV's economical.",none,,2023-12-02 21:28:12.904056,0.0
6OXfDWLXvwI,http://www.youtube.com/channel/UCzJ80Shj7IwgpPr_UeVpoFQ,UCzJ80Shj7IwgpPr_UeVpoFQ,@DSR12345,Ugxcqm1bcDlxa6xFpUN4AaABAg,1,1577521787.0,"Government should focus on Hydrogen . It has challenges at first . When we are able to overcome this it will help us get rid of dependence on oil . 
The biggest problem of hydrogen is that it takes a lot of energy to create hydrogen fuel itself . Besides this there is infrastructure issues .",none,,2023-12-02 21:28:12.904073,1.0
